16.49016,3.405752,9.514558,-2.06859,101.568336
16.5001698,3.779247,9.392453,-1.936909,100.830582
16.5105038,4.235343,9.320627,-1.576582,98.75457
16.5203266,4.710592,9.281123,-1.031901,95.662018
16.5301971,4.928464,9.232041,-0.588974,93.221169
16.5400982,4.97156,9.202114,-0.268151,91.468613
16.5503101,4.993108,9.184157,0.294487,88.386368
16.560421,4.820725,9.127894,0.383072,87.874741
16.5704308,4.589684,9.129091,0.253785,88.577217
16.5801849,4.271256,9.241618,0.433351,87.562675
16.5905342,3.811569,9.354146,0.84635,85.210396
16.6001358,3.339911,9.41041,1.628057,80.739883
16.6099834,2.624045,9.228451,2.170344,77.253502
16.6201077,1.918953,8.854955,2.298434,75.765678
16.6300907,1.736993,8.634688,2.500744,74.149269
16.6404209,1.650802,8.535329,1.789666,78.367462
16.6502304,1.801637,8.77834,0.92895,84.081726
16.6603432,1.905785,9.224859,-0.125696,90.764503
16.6702938,1.704672,9.639056,-1.533486,98.903587
16.6802826,1.780089,9.90601,-2.181118,102.227501
16.6900692,1.647211,9.57561,-2.664747,105.336639
16.7000637,2.748544,9.070433,-2.184709,102.980507
16.7102699,4.31914,8.255207,-2.232593,103.475685
16.720171,6.688202,7.631518,-1.528698,98.567039
16.7300797,9.062054,7.301118,-1.229423,96.030632
16.7403851,11.019313,7.305906,-1.594538,96.8769
16.7501068,12.097901,7.422025,-2.345121,99.382156
16.7601509,12.58991,7.668628,-2.5187,99.695763
16.7703781,12.58991,7.668628,-2.99754,101.49379
16.7801819,11.996147,7.741651,-2.99754,101.85713200000001
16.7901421,11.286267,8.019379,-3.017891,102.296616
16.8000813,10.098742,8.103176,-3.891775,106.729401
16.8103848,9.263166,8.198944,-4.112041,108.387192
16.8205318,8.3821,8.003817,-4.651934,111.869827
16.8301868,7.673417,7.615956,-5.194221,115.661667
16.8400402,7.334637,7.243657,-5.310339,117.254639
16.850071,7.256825,7.050924,-5.06254,116.580734
16.8601284,7.174225,6.950367,-4.868609,115.98481
16.8702621,7.232883,6.907272,-4.863821,115.934639
16.8802471,7.765593,6.983886,-4.40174,112.853348
16.8903408,8.289924,6.981492,-4.422091,112.196152
16.8999557,8.692149,6.9372,-4.622006,112.568161
16.9101696,9.279925,6.967127,-4.1707,109.769066
16.9201603,9.469068,6.824672,-3.949236,108.693069
16.9302979,9.635465,6.750452,-3.500323,106.569046
16.9400768,9.53012,6.642713,-3.254917,105.652435
16.9502335,8.98903,6.505046,-3.421314,107.136688
16.9604664,8.735245,6.63553,-2.929306,104.951149
16.9703999,8.066066,6.671443,-2.667141,104.294838
16.9801311,7.302315,6.560112,-2.640805,105.057419
16.9904289,6.575675,6.341043,-2.686294,106.38681
17.0002174,6.287174,6.240487,-1.997961,102.709984
17.0102577,6.003461,6.171055,-1.613692,100.615868
17.0200882,5.591658,6.082469,-1.580173,100.827324
17.0304737,5.093664,5.969942,-1.747767,102.555557
17.0403576,4.879383,6.039374,-1.553837,101.317039
17.0502129,4.972757,6.189012,-0.829591,95.965302
17.0603199,4.807557,6.217742,-0.518345,93.773232
17.0701256,4.81474,6.34224,0.126893,89.087029
17.0803337,4.598064,6.530185,0.742203,84.690689
17.0905361,4.052186,6.642713,0.864307,83.661713
17.100441,3.70383,6.843825,1.443704,79.489792
17.1101456,2.96043,6.943185,1.45328,79.101692
17.1201286,2.431312,7.226898,1.856703,76.314545
17.1305408,1.756147,7.346608,1.637634,77.767464
17.1402702,1.443704,7.489063,1.765724,76.965027
17.150053,1.169568,7.536947,1.399411,79.603149
17.1601067,1.191115,7.760805,1.315614,80.487976
17.1702557,0.794875,7.815871,0.262165,88.088722
17.1800632,0.823605,8.166622,0.049081,89.657394
17.1901245,0.861913,8.523358,0.120907,89.191414
17.2002239,1.138443,8.826224,0.519542,86.658875
17.2100468,0.963666,8.708909,0.197522,88.708611
17.2200775,1.254562,8.578424,0.418985,87.233177
17.2304745,1.720234,8.512584,0.68115,85.515388
17.2404118,2.102109,8.440758,0.653617,85.702827
17.2500858,2.469619,8.35337,0.377087,87.521233
17.2601242,2.822764,8.196549,0.046687,89.691437
17.2700825,2.822764,8.196549,0.046687,89.691437
17.2804642,3.502717,8.00621,0.509965,86.660248
17.290062,3.96001,8.00621,0.509965,86.7323
17.300169,4.114436,8.576031,1.713051,79.790756
17.3102932,3.798401,11.280281,4.60405,68.853058
17.3204269,3.387795,15.245079,5.439626,70.795998
17.3301277,2.269703,16.229095,4.408922,74.941208
17.3403282,0.738611,13.891158,4.216189,73.13858
17.3500233,-1.119289,10.564415,3.420117,72.154686
17.3603973,-2.779668,8.167819,3.406949,68.452026
17.3703804,-3.294421,7.314286,3.258508,67.893105
17.3802681,-2.620454,7.372944,1.885434,76.452431
17.3900127,-0.220267,7.884106,0.416591,86.976517
17.400013,3.032256,8.775947,0.021548,89.867035
17.4103203,5.443218,9.655815,0.398635,87.940323
17.4203625,6.1938,10.036493,1.059434,84.86692
17.4303646,5.821501,10.000581,1.297657,83.601486
17.4403763,5.323507,9.77792,1.386243,82.902367
17.4501572,4.43885,9.387665,0.760159,85.813225
17.4601135,3.356671,9.211691,0.739808,85.684738
17.4703884,2.194286,9.388862,1.221043,82.782501
17.4803867,0.890643,9.634268,1.249773,82.639809
17.490181,0.167594,9.848549,1.321599,82.358101
,4.573292673,8.285881634,-0.5379605644,
